		x-cp20936、简体中文(GB2312-80)  编码字符对照表
八进制	十进制	16进制	字符	说明
147651	53161	CFA9	烯	
147652	53162	CFAA	溪	
147653	53163	CFAB	汐	
147654	53164	CFAC	犀	
147655	53165	CFAD	檄	
147656	53166	CFAE	袭	
147657	53167	CFAF	席	
147660	53168	CFB0	习	
147661	53169	CFB1	媳	
147662	53170	CFB2	喜	
147663	53171	CFB3	铣	
147664	53172	CFB4	洗	
147665	53173	CFB5	系	
147666	53174	CFB6	隙	
147667	53175	CFB7	戏	
147670	53176	CFB8	细	
147671	53177	CFB9	瞎	
147672	53178	CFBA	虾	
147673	53179	CFBB	匣	
147674	53180	CFBC	霞	
147675	53181	CFBD	辖	
147676	53182	CFBE	暇	
147677	53183	CFBF	峡	
147700	53184	CFC0	侠	
147701	53185	CFC1	狭	
147702	53186	CFC2	下	
147703	53187	CFC3	厦	
147704	53188	CFC4	夏	
147705	53189	CFC5	吓	
147706	53190	CFC6	掀	
147707	53191	CFC7	锨	
147710	53192	CFC8	先	
147711	53193	CFC9	仙	
147712	53194	CFCA	鲜	
147713	53195	CFCB	纤	
147714	53196	CFCC	咸	
147715	53197	CFCD	贤	
147716	53198	CFCE	衔	
147717	53199	CFCF	舷	
147720	53200	CFD0	闲	
147721	53201	CFD1	涎	
147722	53202	CFD2	弦	
147723	53203	CFD3	嫌	
147724	53204	CFD4	显	
147725	53205	CFD5	险	
147726	53206	CFD6	现	
147727	53207	CFD7	献	
147730	53208	CFD8	县	
147731	53209	CFD9	腺	
147732	53210	CFDA	馅	
147733	53211	CFDB	羡	
147734	53212	CFDC	宪	
147735	53213	CFDD	陷	
147736	53214	CFDE	限	
147737	53215	CFDF	线	
147740	53216	CFE0	相	
147741	53217	CFE1	厢	
147742	53218	CFE2	镶	
147743	53219	CFE3	香	
147744	53220	CFE4	箱	
147745	53221	CFE5	襄	
147746	53222	CFE6	湘	
147747	53223	CFE7	乡	
147750	53224	CFE8	翔	
147751	53225	CFE9	祥	
147752	53226	CFEA	详	
147753	53227	CFEB	想	
147754	53228	CFEC	响	
147755	53229	CFED	享	
147756	53230	CFEE	项	
147757	53231	CFEF	巷	
147760	53232	CFF0	橡	
147761	53233	CFF1	像	
147762	53234	CFF2	向	
147763	53235	CFF3	象	
147764	53236	CFF4	萧	
147765	53237	CFF5	硝	
147766	53238	CFF6	霄	
147767	53239	CFF7	削	
147770	53240	CFF8	哮	
147771	53241	CFF9	嚣	
147772	53242	CFFA	销	
147773	53243	CFFB	消	
147774	53244	CFFC	宵	
147775	53245	CFFD	淆	
147776	53246	CFFE	晓	
150241	53409	D0A1	小	
150242	53410	D0A2	孝	
150243	53411	D0A3	校	
150244	53412	D0A4	肖	
150245	53413	D0A5	啸	
150246	53414	D0A6	笑	
150247	53415	D0A7	效	
150250	53416	D0A8	楔	
150251	53417	D0A9	些	
150252	53418	D0AA	歇	
150253	53419	D0AB	蝎	
150254	53420	D0AC	鞋	
150255	53421	D0AD	协	
150256	53422	D0AE	挟	
150257	53423	D0AF	携	
150260	53424	D0B0	邪	
150261	53425	D0B1	斜	
150262	53426	D0B2	胁	
150263	53427	D0B3	谐	
150264	53428	D0B4	写	
150265	53429	D0B5	械	
150266	53430	D0B6	卸	
150267	53431	D0B7	蟹	
150270	53432	D0B8	懈	
150271	53433	D0B9	泄	
150272	53434	D0BA	泻	
150273	53435	D0BB	谢	
150274	53436	D0BC	屑	
150275	53437	D0BD	薪	
150276	53438	D0BE	芯	
150277	53439	D0BF	锌	
150300	53440	D0C0	欣	
150301	53441	D0C1	辛	
150302	53442	D0C2	新	
150303	53443	D0C3	忻	
150304	53444	D0C4	心	
150305	53445	D0C5	信	
150306	53446	D0C6	衅	
150307	53447	D0C7	星	
150310	53448	D0C8	腥	
150311	53449	D0C9	猩	
150312	53450	D0CA	惺	
150313	53451	D0CB	兴	
150314	53452	D0CC	刑	
150315	53453	D0CD	型	
150316	53454	D0CE	形	
150317	53455	D0CF	邢	
150320	53456	D0D0	行	
150321	53457	D0D1	醒	
150322	53458	D0D2	幸	
150323	53459	D0D3	杏	
150324	53460	D0D4	性	
150325	53461	D0D5	姓	
150326	53462	D0D6	兄	
150327	53463	D0D7	凶	
150330	53464	D0D8	胸	
150331	53465	D0D9	匈	
150332	53466	D0DA	汹	
150333	53467	D0DB	雄	
150334	53468	D0DC	熊	
150335	53469	D0DD	休	
150336	53470	D0DE	修	
150337	53471	D0DF	羞	
150340	53472	D0E0	朽	
150341	53473	D0E1	嗅	
150342	53474	D0E2	锈	
150343	53475	D0E3	秀	
150344	53476	D0E4	袖	
150345	53477	D0E5	绣	
150346	53478	D0E6	墟	
150347	53479	D0E7	戌	
150350	53480	D0E8	需	
150351	53481	D0E9	虚	
150352	53482	D0EA	嘘	
150353	53483	D0EB	须	
150354	53484	D0EC	徐	
150355	53485	D0ED	许	
150356	53486	D0EE	蓄	
150357	53487	D0EF	酗	
150360	53488	D0F0	叙	
150361	53489	D0F1	旭	
150362	53490	D0F2	序	
150363	53491	D0F3	畜	
150364	53492	D0F4	恤	
150365	53493	D0F5	絮	
150366	53494	D0F6	婿	
150367	53495	D0F7	绪	
150370	53496	D0F8	续	
150371	53497	D0F9	轩	
150372	53498	D0FA	喧	
150373	53499	D0FB	宣	
150374	53500	D0FC	悬	
150375	53501	D0FD	旋	
150376	53502	D0FE	玄	
150641	53665	D1A1	选	
150642	53666	D1A2	癣	
150643	53667	D1A3	眩	
150644	53668	D1A4	绚	
150645	53669	D1A5	靴	
150646	53670	D1A6	薛	
150647	53671	D1A7	学	
150650	53672	D1A8	穴	
150651	53673	D1A9	雪	
150652	53674	D1AA	血	
150653	53675	D1AB	勋	
150654	53676	D1AC	熏	
150655	53677	D1AD	循	
150656	53678	D1AE	旬	
150657	53679	D1AF	询	
150660	53680	D1B0	寻	
150661	53681	D1B1	驯	
150662	53682	D1B2	巡	
150663	53683	D1B3	殉	
150664	53684	D1B4	汛	
150665	53685	D1B5	训	
150666	53686	D1B6	讯	
150667	53687	D1B7	逊	
150670	53688	D1B8	迅	
150671	53689	D1B9	压	
150672	53690	D1BA	押	
150673	53691	D1BB	鸦	
150674	53692	D1BC	鸭	
150675	53693	D1BD	呀	
150676	53694	D1BE	丫	
150677	53695	D1BF	芽	
150700	53696	D1C0	牙	
150701	53697	D1C1	蚜	
150702	53698	D1C2	崖	
150703	53699	D1C3	衙	
150704	53700	D1C4	涯	
150705	53701	D1C5	雅	
150706	53702	D1C6	哑	
150707	53703	D1C7	亚	
150710	53704	D1C8	讶	
150711	53705	D1C9	焉	
150712	53706	D1CA	咽	
150713	53707	D1CB	阉	
150714	53708	D1CC	烟	
150715	53709	D1CD	淹	
150716	53710	D1CE	盐	
150717	53711	D1CF	严	
150720	53712	D1D0	研	
150721	53713	D1D1	蜒	
150722	53714	D1D2	岩	
150723	53715	D1D3	延	
150724	53716	D1D4	言	
150725	53717	D1D5	颜	
150726	53718	D1D6	阎	
150727	53719	D1D7	炎	
150730	53720	D1D8	沿	
150731	53721	D1D9	奄	
150732	53722	D1DA	掩	
150733	53723	D1DB	眼	
150734	53724	D1DC	衍	
150735	53725	D1DD	演	
150736	53726	D1DE	艳	
150737	53727	D1DF	堰	
150740	53728	D1E0	燕	
150741	53729	D1E1	厌	
150742	53730	D1E2	砚	
150743	53731	D1E3	雁	
150744	53732	D1E4	唁	
150745	53733	D1E5	彦	
150746	53734	D1E6	焰	
150747	53735	D1E7	宴	
150750	53736	D1E8	谚	
150751	53737	D1E9	验	
150752	53738	D1EA	殃	
150753	53739	D1EB	央	
150754	53740	D1EC	鸯	
150755	53741	D1ED	秧	
150756	53742	D1EE	杨	
150757	53743	D1EF	扬	
150760	53744	D1F0	佯	
150761	53745	D1F1	疡	
150762	53746	D1F2	羊	
150763	53747	D1F3	洋	
150764	53748	D1F4	阳	
150765	53749	D1F5	氧	
150766	53750	D1F6	仰	
150767	53751	D1F7	痒	
150770	53752	D1F8	养	
150771	53753	D1F9	样	
150772	53754	D1FA	漾	
150773	53755	D1FB	邀	
150774	53756	D1FC	腰	
150775	53757	D1FD	妖	
150776	53758	D1FE	瑶	
151241	53921	D2A1	摇	
151242	53922	D2A2	尧	
151243	53923	D2A3	遥	
151244	53924	D2A4	窑	
151245	53925	D2A5	谣	
151246	53926	D2A6	姚	
151247	53927	D2A7	咬	
151250	53928	D2A8	舀	
151251	53929	D2A9	药	
151252	53930	D2AA	要	
151253	53931	D2AB	耀	
151254	53932	D2AC	椰	
151255	53933	D2AD	噎	
151256	53934	D2AE	耶	
151257	53935	D2AF	爷	
151260	53936	D2B0	野	
151261	53937	D2B1	冶	
151262	53938	D2B2	也	
151263	53939	D2B3	页	
151264	53940	D2B4	掖	
151265	53941	D2B5	业	
151266	53942	D2B6	叶	
151267	53943	D2B7	曳	
151270	53944	D2B8	腋	
151271	53945	D2B9	夜	
151272	53946	D2BA	液	
151273	53947	D2BB	一	
151274	53948	D2BC	壹	
151275	53949	D2BD	医	
151276	53950	D2BE	揖	
151277	53951	D2BF	铱	
151300	53952	D2C0	依	
151301	53953	D2C1	伊	
151302	53954	D2C2	衣	
151303	53955	D2C3	颐	
151304	53956	D2C4	夷	
151305	53957	D2C5	遗	
151306	53958	D2C6	移	
151307	53959	D2C7	仪	
151310	53960	D2C8	胰	
151311	53961	D2C9	疑	
151312	53962	D2CA	沂	
151313	53963	D2CB	宜	
151314	53964	D2CC	姨	
151315	53965	D2CD	彝	
151316	53966	D2CE	椅	
151317	53967	D2CF	蚁	
151320	53968	D2D0	倚	
151321	53969	D2D1	已	
151322	53970	D2D2	乙	
151323	53971	D2D3	矣	
151324	53972	D2D4	以	
151325	53973	D2D5	艺	
151326	53974	D2D6	抑	
151327	53975	D2D7	易	
151330	53976	D2D8	邑	
151331	53977	D2D9	屹	
151332	53978	D2DA	亿	
151333	53979	D2DB	役	
151334	53980	D2DC	臆	
151335	53981	D2DD	逸	
151336	53982	D2DE	肄	
151337	53983	D2DF	疫	
151340	53984	D2E0	亦	
151341	53985	D2E1	裔	
151342	53986	D2E2	意	
151343	53987	D2E3	毅	
151344	53988	D2E4	忆	
151345	53989	D2E5	义	
151346	53990	D2E6	益	
151347	53991	D2E7	溢	
151350	53992	D2E8	诣	
151351	53993	D2E9	议	
151352	53994	D2EA	谊	
151353	53995	D2EB	译	
151354	53996	D2EC	异	
151355	53997	D2ED	翼	
151356	53998	D2EE	翌	
151357	53999	D2EF	绎	
151360	54000	D2F0	茵	
151361	54001	D2F1	荫	
151362	54002	D2F2	因	
151363	54003	D2F3	殷	
151364	54004	D2F4	音	
151365	54005	D2F5	阴	
151366	54006	D2F6	姻	
151367	54007	D2F7	吟	
151370	54008	D2F8	银	
151371	54009	D2F9	淫	
151372	54010	D2FA	寅	
151373	54011	D2FB	饮	
151374	54012	D2FC	尹	
151375	54013	D2FD	引	
151376	54014	D2FE	隐	
151641	54177	D3A1	印	
151642	54178	D3A2	英	
151643	54179	D3A3	樱	
151644	54180	D3A4	婴	
151645	54181	D3A5	鹰	
151646	54182	D3A6	应	
151647	54183	D3A7	缨	
151650	54184	D3A8	莹	
151651	54185	D3A9	萤	
151652	54186	D3AA	营	
151653	54187	D3AB	荧	
151654	54188	D3AC	蝇	
151655	54189	D3AD	迎	
151656	54190	D3AE	赢	
151657	54191	D3AF	盈	
151660	54192	D3B0	影	
151661	54193	D3B1	颖	
151662	54194	D3B2	硬	
151663	54195	D3B3	映	
151664	54196	D3B4	哟	
151665	54197	D3B5	拥	
151666	54198	D3B6	佣	
151667	54199	D3B7	臃	
151670	54200	D3B8	痈	
151671	54201	D3B9	庸	
151672	54202	D3BA	雍	
151673	54203	D3BB	踊	
151674	54204	D3BC	蛹	
151675	54205	D3BD	咏	
151676	54206	D3BE	泳	
151677	54207	D3BF	涌	
151700	54208	D3C0	永	
151701	54209	D3C1	恿	
151702	54210	D3C2	勇	
151703	54211	D3C3	用	
151704	54212	D3C4	幽	
151705	54213	D3C5	优	
151706	54214	D3C6	悠	
151707	54215	D3C7	忧	
151710	54216	D3C8	尤	
151711	54217	D3C9	由	
151712	54218	D3CA	邮	
151713	54219	D3CB	铀	
151714	54220	D3CC	犹	
151715	54221	D3CD	油	
151716	54222	D3CE	游	
151717	54223	D3CF	酉	
151720	54224	D3D0	有	
151721	54225	D3D1	友	
151722	54226	D3D2	右	
151723	54227	D3D3	佑	
151724	54228	D3D4	釉	
151725	54229	D3D5	诱	
151726	54230	D3D6	又	
151727	54231	D3D7	幼	
151730	54232	D3D8	迂	
151731	54233	D3D9	淤	
151732	54234	D3DA	于	
151733	54235	D3DB	盂	
151734	54236	D3DC	榆	
151735	54237	D3DD	虞	
151736	54238	D3DE	愚	
151737	54239	D3DF	舆	
151740	54240	D3E0	余	
151741	54241	D3E1	俞	
151742	54242	D3E2	逾	
151743	54243	D3E3	鱼	
151744	54244	D3E4	愉	
151745	54245	D3E5	渝	
151746	54246	D3E6	渔	
151747	54247	D3E7	隅	
151750	54248	D3E8	予	
151751	54249	D3E9	娱	
151752	54250	D3EA	雨	
151753	54251	D3EB	与	
151754	54252	D3EC	屿	
151755	54253	D3ED	禹	
151756	54254	D3EE	宇	
151757	54255	D3EF	语	
151760	54256	D3F0	羽	
151761	54257	D3F1	玉	
151762	54258	D3F2	域	
151763	54259	D3F3	芋	
151764	54260	D3F4	郁	
151765	54261	D3F5	吁	
151766	54262	D3F6	遇	
151767	54263	D3F7	喻	
151770	54264	D3F8	峪	
151771	54265	D3F9	御	
151772	54266	D3FA	愈	
151773	54267	D3FB	欲	
151774	54268	D3FC	狱	
151775	54269	D3FD	育	
151776	54270	D3FE	誉	
152241	54433	D4A1	浴	
152242	54434	D4A2	寓	
152243	54435	D4A3	裕	
152244	54436	D4A4	预	
152245	54437	D4A5	豫	
152246	54438	D4A6	驭	
152247	54439	D4A7	鸳	
152250	54440	D4A8	渊	
152251	54441	D4A9	冤	
152252	54442	D4AA	元	
152253	54443	D4AB	垣	
152254	54444	D4AC	袁	
152255	54445	D4AD	原	
152256	54446	D4AE	援	
152257	54447	D4AF	辕	
152260	54448	D4B0	园	
152261	54449	D4B1	员	
152262	54450	D4B2	圆	
152263	54451	D4B3	猿	
152264	54452	D4B4	源	
152265	54453	D4B5	缘	
152266	54454	D4B6	远	
152267	54455	D4B7	苑	
152270	54456	D4B8	愿	
152271	54457	D4B9	怨	
152272	54458	D4BA	院	
152273	54459	D4BB	曰	
152274	54460	D4BC	约	
152275	54461	D4BD	越	
152276	54462	D4BE	跃	
152277	54463	D4BF	钥	
152300	54464	D4C0	岳	
152301	54465	D4C1	粤	
152302	54466	D4C2	月	
152303	54467	D4C3	悦	
152304	54468	D4C4	阅	
152305	54469	D4C5	耘	
152306	54470	D4C6	云	
152307	54471	D4C7	郧	
152310	54472	D4C8	匀	
152311	54473	D4C9	陨	
152312	54474	D4CA	允	
152313	54475	D4CB	运	
152314	54476	D4CC	蕴	
152315	54477	D4CD	酝	
152316	54478	D4CE	晕	
152317	54479	D4CF	韵	
152320	54480	D4D0	孕	
152321	54481	D4D1	匝	
152322	54482	D4D2	砸	
152323	54483	D4D3	杂	
152324	54484	D4D4	栽	
152325	54485	D4D5	哉	
152326	54486	D4D6	灾	
152327	54487	D4D7	宰	
152330	54488	D4D8	载	
152331	54489	D4D9	再	
152332	54490	D4DA	在	
152333	54491	D4DB	咱	
152334	54492	D4DC	攒	
152335	54493	D4DD	暂	
152336	54494	D4DE	赞	
152337	54495	D4DF	赃	
152340	54496	D4E0	脏	
152341	54497	D4E1	葬	
152342	54498	D4E2	遭	
152343	54499	D4E3	糟	
152344	54500	D4E4	凿	
152345	54501	D4E5	藻	
152346	54502	D4E6	枣	
152347	54503	D4E7	早	
152350	54504	D4E8	澡	
152351	54505	D4E9	蚤	
152352	54506	D4EA	躁	
152353	54507	D4EB	噪	
152354	54508	D4EC	造	
152355	54509	D4ED	皂	
152356	54510	D4EE	灶	
152357	54511	D4EF	燥	
152360	54512	D4F0	责	
152361	54513	D4F1	择	
152362	54514	D4F2	则	
152363	54515	D4F3	泽	
152364	54516	D4F4	贼	
152365	54517	D4F5	怎	
152366	54518	D4F6	增	
152367	54519	D4F7	憎	
152370	54520	D4F8	曾	
152371	54521	D4F9	赠	
152372	54522	D4FA	扎	
152373	54523	D4FB	喳	
152374	54524	D4FC	渣	
152375	54525	D4FD	札	
152376	54526	D4FE	轧	
152641	54689	D5A1	铡	
152642	54690	D5A2	闸	
152643	54691	D5A3	眨	
152644	54692	D5A4	栅	
152645	54693	D5A5	榨	
152646	54694	D5A6	咋	
152647	54695	D5A7	乍	
152650	54696	D5A8	炸	
152651	54697	D5A9	诈	
152652	54698	D5AA	摘	
152653	54699	D5AB	斋	
152654	54700	D5AC	宅	
152655	54701	D5AD	窄	
152656	54702	D5AE	债	
152657	54703	D5AF	寨	
152660	54704	D5B0	瞻	
152661	54705	D5B1	毡	
152662	54706	D5B2	詹	
152663	54707	D5B3	粘	
152664	54708	D5B4	沾	
152665	54709	D5B5	盏	
152666	54710	D5B6	斩	
152667	54711	D5B7	辗	
152670	54712	D5B8	崭	
152671	54713	D5B9	展	
152672	54714	D5BA	蘸	
152673	54715	D5BB	栈	
152674	54716	D5BC	占	
152675	54717	D5BD	战	
152676	54718	D5BE	站	
152677	54719	D5BF	湛	
152700	54720	D5C0	绽	
152701	54721	D5C1	樟	
152702	54722	D5C2	章	
152703	54723	D5C3	彰	
152704	54724	D5C4	漳	
152705	54725	D5C5	张	
152706	54726	D5C6	掌	
152707	54727	D5C7	涨	
152710	54728	D5C8	杖	
152711	54729	D5C9	丈	
152712	54730	D5CA	帐	
152713	54731	D5CB	账	
152714	54732	D5CC	仗	
152715	54733	D5CD	胀	
152716	54734	D5CE	瘴	
152717	54735	D5CF	障	
152720	54736	D5D0	招	
152721	54737	D5D1	昭	
152722	54738	D5D2	找	
152723	54739	D5D3	沼	
152724	54740	D5D4	赵	
152725	54741	D5D5	照	
152726	54742	D5D6	罩	
152727	54743	D5D7	兆	
152730	54744	D5D8	肇	
152731	54745	D5D9	召	
152732	54746	D5DA	遮	
152733	54747	D5DB	折	
152734	54748	D5DC	哲	
152735	54749	D5DD	蛰	
152736	54750	D5DE	辙	
152737	54751	D5DF	者	
152740	54752	D5E0	锗	
152741	54753	D5E1	蔗	
152742	54754	D5E2	这	
152743	54755	D5E3	浙	
152744	54756	D5E4	珍	
152745	54757	D5E5	斟	
152746	54758	D5E6	真	
152747	54759	D5E7	甄	
152750	54760	D5E8	砧	
152751	54761	D5E9	臻	
152752	54762	D5EA	贞	
152753	54763	D5EB	针	
152754	54764	D5EC	侦	
152755	54765	D5ED	枕	
152756	54766	D5EE	疹	
152757	54767	D5EF	诊	
152760	54768	D5F0	震	
152761	54769	D5F1	振	
152762	54770	D5F2	镇	
152763	54771	D5F3	阵	
152764	54772	D5F4	蒸	
152765	54773	D5F5	挣	
152766	54774	D5F6	睁	
152767	54775	D5F7	征	
152770	54776	D5F8	狰	
152771	54777	D5F9	争	
152772	54778	D5FA	怔	
152773	54779	D5FB	整	
152774	54780	D5FC	拯	
152775	54781	D5FD	正	
152776	54782	D5FE	政	
153241	54945	D6A1	帧	
153242	54946	D6A2	症	
153243	54947	D6A3	郑	
153244	54948	D6A4	证	
153245	54949	D6A5	芝	
153246	54950	D6A6	枝	
153247	54951	D6A7	支	
153250	54952	D6A8	吱	
153251	54953	D6A9	蜘	
153252	54954	D6AA	知	
153253	54955	D6AB	肢	
153254	54956	D6AC	脂	
153255	54957	D6AD	汁	
153256	54958	D6AE	之	
153257	54959	D6AF	织	
153260	54960	D6B0	职	
153261	54961	D6B1	直	
153262	54962	D6B2	植	
153263	54963	D6B3	殖	
153264	54964	D6B4	执	
153265	54965	D6B5	值	
153266	54966	D6B6	侄	
153267	54967	D6B7	址	
153270	54968	D6B8	指	
153271	54969	D6B9	止	
153272	54970	D6BA	趾	
153273	54971	D6BB	只	
153274	54972	D6BC	旨	
153275	54973	D6BD	纸	
153276	54974	D6BE	志	
153277	54975	D6BF	挚	
153300	54976	D6C0	掷	
153301	54977	D6C1	至	
153302	54978	D6C2	致	
153303	54979	D6C3	置	
153304	54980	D6C4	帜	
153305	54981	D6C5	峙	
153306	54982	D6C6	制	
153307	54983	D6C7	智	
153310	54984	D6C8	秩	
153311	54985	D6C9	稚	
153312	54986	D6CA	质	
153313	54987	D6CB	炙	
153314	54988	D6CC	痔	
153315	54989	D6CD	滞	
153316	54990	D6CE	治	
153317	54991	D6CF	窒	
153320	54992	D6D0	中	
153321	54993	D6D1	盅	
153322	54994	D6D2	忠	
153323	54995	D6D3	钟	
153324	54996	D6D4	衷	
153325	54997	D6D5	终	
153326	54998	D6D6	种	
153327	54999	D6D7	肿	
153330	55000	D6D8	重	
153331	55001	D6D9	仲	
153332	55002	D6DA	众	
153333	55003	D6DB	舟	
153334	55004	D6DC	周	
153335	55005	D6DD	州	
153336	55006	D6DE	洲	
153337	55007	D6DF	诌	
153340	55008	D6E0	粥	
153341	55009	D6E1	轴	
153342	55010	D6E2	肘	
153343	55011	D6E3	帚	
153344	55012	D6E4	咒	
153345	55013	D6E5	皱	
153346	55014	D6E6	宙	
153347	55015	D6E7	昼	
153350	55016	D6E8	骤	
153351	55017	D6E9	珠	
153352	55018	D6EA	株	
153353	55019	D6EB	蛛	
153354	55020	D6EC	朱	
153355	55021	D6ED	猪	
153356	55022	D6EE	诸	
153357	55023	D6EF	诛	
153360	55024	D6F0	逐	
153361	55025	D6F1	竹	
153362	55026	D6F2	烛	
153363	55027	D6F3	煮	
153364	55028	D6F4	拄	
153365	55029	D6F5	瞩	
153366	55030	D6F6	嘱	
153367	55031	D6F7	主	
153370	55032	D6F8	著	
153371	55033	D6F9	柱	
153372	55034	D6FA	助	
153373	55035	D6FB	蛀	
153374	55036	D6FC	贮	
153375	55037	D6FD	铸	
153376	55038	D6FE	筑	
153641	55201	D7A1	住	
153642	55202	D7A2	注	
153643	55203	D7A3	祝	
153644	55204	D7A4	驻	
153645	55205	D7A5	抓	
153646	55206	D7A6	爪	
153647	55207	D7A7	拽	
153650	55208	D7A8	专	
153651	55209	D7A9	砖	
153652	55210	D7AA	转	
153653	55211	D7AB	撰	
153654	55212	D7AC	赚	
153655	55213	D7AD	篆	
153656	55214	D7AE	桩	
153657	55215	D7AF	庄	
153660	55216	D7B0	装	
153661	55217	D7B1	妆	
153662	55218	D7B2	撞	
153663	55219	D7B3	壮	
153664	55220	D7B4	状	
153665	55221	D7B5	椎	
153666	55222	D7B6	锥	
153667	55223	D7B7	追	
153670	55224	D7B8	赘	
153671	55225	D7B9	坠	
153672	55226	D7BA	缀	
153673	55227	D7BB	谆	
153674	55228	D7BC	准	
153675	55229	D7BD	捉	
153676	55230	D7BE	拙	
153677	55231	D7BF	卓	
153700	55232	D7C0	桌	
153701	55233	D7C1	琢	
153702	55234	D7C2	茁	
153703	55235	D7C3	酌	
153704	55236	D7C4	啄	
153705	55237	D7C5	着	
153706	55238	D7C6	灼	
153707	55239	D7C7	浊	
153710	55240	D7C8	兹	
153711	55241	D7C9	咨	
153712	55242	D7CA	资	
153713	55243	D7CB	姿	
153714	55244	D7CC	滋	
153715	55245	D7CD	淄	
153716	55246	D7CE	孜	
153717	55247	D7CF	紫	
153720	55248	D7D0	仔	
153721	55249	D7D1	籽	
153722	55250	D7D2	滓	
153723	55251	D7D3	子	
153724	55252	D7D4	自	
153725	55253	D7D5	渍	
153726	55254	D7D6	字	
153727	55255	D7D7	鬃	
153730	55256	D7D8	棕	
153731	55257	D7D9	踪	
153732	55258	D7DA	宗	
153733	55259	D7DB	综	
153734	55260	D7DC	总	
153735	55261	D7DD	纵	
153736	55262	D7DE	邹	
153737	55263	D7DF	走	
153740	55264	D7E0	奏	
153741	55265	D7E1	揍	
153742	55266	D7E2	租	
153743	55267	D7E3	足	
153744	55268	D7E4	卒	
153745	55269	D7E5	族	
153746	55270	D7E6	祖	
153747	55271	D7E7	诅	
153750	55272	D7E8	阻	
153751	55273	D7E9	组	
153752	55274	D7EA	钻	
153753	55275	D7EB	纂	
153754	55276	D7EC	嘴	
153755	55277	D7ED	醉	
153756	55278	D7EE	最	
153757	55279	D7EF	罪	
153760	55280	D7F0	尊	
153761	55281	D7F1	遵	
153762	55282	D7F2	昨	
153763	55283	D7F3	左	
153764	55284	D7F4	佐	
153765	55285	D7F5	柞	
153766	55286	D7F6	做	
153767	55287	D7F7	作	
153770	55288	D7F8	坐	
153771	55289	D7F9	座	
154241	55457	D8A1	亍	
154242	55458	D8A2	丌	
154243	55459	D8A3	兀	
154244	55460	D8A4	丐	
154245	55461	D8A5	廿	
154246	55462	D8A6	卅	
154247	55463	D8A7	丕	
154250	55464	D8A8	亘	
154251	55465	D8A9	丞	
154252	55466	D8AA	鬲	
154253	55467	D8AB	孬	
154254	55468	D8AC	噩	
154255	55469	D8AD	丨	
154256	55470	D8AE	禺	
154257	55471	D8AF	丿	
154260	55472	D8B0	匕	
154261	55473	D8B1	乇	
154262	55474	D8B2	夭	
154263	55475	D8B3	爻	
154264	55476	D8B4	卮	
154265	55477	D8B5	氐	
154266	55478	D8B6	囟	
154267	55479	D8B7	胤	
154270	55480	D8B8	馗	
154271	55481	D8B9	毓	
154272	55482	D8BA	睾	
154273	55483	D8BB	鼗	
154274	55484	D8BC	丶	
154275	55485	D8BD	亟	
154276	55486	D8BE	鼐	
154277	55487	D8BF	乜	
154300	55488	D8C0	乩	
154301	55489	D8C1	亓	
154302	55490	D8C2	芈	
154303	55491	D8C3	孛	
154304	55492	D8C4	啬	
154305	55493	D8C5	嘏	
154306	55494	D8C6	仄	
154307	55495	D8C7	厍	
154310	55496	D8C8	厝	
154311	55497	D8C9	厣	
154312	55498	D8CA	厥	
154313	55499	D8CB	厮	
154314	55500	D8CC	靥	
154315	55501	D8CD	赝	
154316	55502	D8CE	匚	
154317	55503	D8CF	叵	
154320	55504	D8D0	匦	
154321	55505	D8D1	匮	
154322	55506	D8D2	匾	
154323	55507	D8D3	赜	
154324	55508	D8D4	卦	
154325	55509	D8D5	卣	
154326	55510	D8D6	刂	
154327	55511	D8D7	刈	
154330	55512	D8D8	刎	
154331	55513	D8D9	刭	
154332	55514	D8DA	刳	
154333	55515	D8DB	刿	
154334	55516	D8DC	剀	
154335	55517	D8DD	剌	
154336	55518	D8DE	剞	
154337	55519	D8DF	剡	
154340	55520	D8E0	剜	
154341	55521	D8E1	蒯	
154342	55522	D8E2	剽	
154343	55523	D8E3	劂	
154344	55524	D8E4	劁	
154345	55525	D8E5	劐	
154346	55526	D8E6	劓	
154347	55527	D8E7	冂	
154350	55528	D8E8	罔	
154351	55529	D8E9	亻	
154352	55530	D8EA	仃	
154353	55531	D8EB	仉	
154354	55532	D8EC	仂	
154355	55533	D8ED	仨	
154356	55534	D8EE	仡	
154357	55535	D8EF	仫	
154360	55536	D8F0	仞	
154361	55537	D8F1	伛	
154362	55538	D8F2	仳	
154363	55539	D8F3	伢	
154364	55540	D8F4	佤	
154365	55541	D8F5	仵	
154366	55542	D8F6	伥	
154367	55543	D8F7	伧	
154370	55544	D8F8	伉	
154371	55545	D8F9	伫	
154372	55546	D8FA	佞	
154373	55547	D8FB	佧	
154374	55548	D8FC	攸	
154375	55549	D8FD	佚	
154376	55550	D8FE	佝	
154641	55713	D9A1	佟	
154642	55714	D9A2	佗	
154643	55715	D9A3	伲	
154644	55716	D9A4	伽	
154645	55717	D9A5	佶	
154646	55718	D9A6	佴	
154647	55719	D9A7	侑	
154650	55720	D9A8	侉	
154651	55721	D9A9	侃	
154652	55722	D9AA	侏	
154653	55723	D9AB	佾	
154654	55724	D9AC	佻	
154655	55725	D9AD	侪	
154656	55726	D9AE	佼	
154657	55727	D9AF	侬	
